time_since_launch,orbital_altitude,battery_voltage,solar_panel_temperature,attitude_control_error,data_transmission_rate,thermal_control_status,satellite_health
3156,1653.1406523210328,24.47368477991872,26.92501801560286,3.831183852178179,18.831225678578914,1,1
146,819.7854167710369,28.735941932916234,-34.10945651,0.9089844063105101,83.88678617804096,0,1
3452,423.8370058268396,25.17025862,20.118556544190156,1.0077394332747225,67.81450049057091,1,0
914,1885.4874794598793,21.44253269077811,25.06573624717106,3.3348913238829505,19.767188352621176,0,0
1571,970.7369197783344,26.222913758376414,-5.700230325,4.334504367929864,32.11022356983734,0,1
1308,1647.5773738439425,24.622309659078027,29.362210529957736,1.701967341181515,58.388271529377946,1,1
2747,774.5450264779176,29.35671863081726,5.710336587787701,4.663721626,14.055618997926452,0,0
81,1398.8206906102153,23.918939209359134,43.62743976694658,0.2883803680882624,74.64790867464251,0,1
513,1784.628484538138,24.028657391501042,-38.7533564,0.5925966016072304,30.501446000962815,0,0
1920,370.79483797796655,26.507733897816102,-36.91785737,2.299798097465729,54.073951697056195,0,0
2862,1712.0807999663516,25.26986218326428,34.24274420445555,3.6174261381426973,31.747906806581287,0,1
2756,1271.2661084522788,23.744498775384347,34.23612745663522,1.8541848236780463,54.02682121,1,1
1939,1332.7019816445677,29.897744156800897,-2.877524879,2.7737364508380074,27.07111052049542,1,1
3594,1189.3686013701704,23.02185509999417,46.396220987223074,0.14285342821300617,63.452853935750476,0,0
745,1786.607675582192,22.775287919850285,17.938931862670316,2.3091715583559824,91.93660546915322,0,1
3070,373.83670730058367,28.644276285221032,48.28532468,1.2128776723757078,82.66023514532007,1,0
1409,743.7482656109419,20.033729435505556,3.239539520131828,2.5818442026792745,31.736868752633203,1,1
706,1788.796316060564,22.012531609049077,-29.83866558,2.6291660265571846,54.82985371008378,1,0
470,1578.9876943043253,25.90446688261976,-5.560687297,3.7657946403852764,48.07975770802088,1,0
3190,329.99677230362994,21.624505278446648,48.04868419470144,2.6992081393345106,96.89276074500016,0,0
395,1178.9106814565048,29.85803922723588,-12.9586047,3.071345863889607,81.89390146,0,0
1555,1200.273557211547,24.641956224216308,45.70164331348333,2.6482329086502174,19.66857973137753,1,0
2308,981.4996297174476,25.973640749605508,29.70213476743166,4.9518871719291475,25.169716064208494,0,0
804,805.5686645053825,21.60373465105193,-5.789367221,3.958096809616121,73.18255548994355,0,1
933,1458.9322457009816,22.89378100871928,4.187103195758354,3.778225140011364,24.387235806945387,1,0
1279,653.2437899980814,26.146247826794156,10.743907728229551,3.136297304968819,95.54216945589681,1,0
1757,1658.2125555219004,25.495533732863976,16.57660847303056,2.6418534966541873,99.36521647838848,0,1
904,1665.163173304702,27.84363945441166,-42.33007834,1.7237856980318451,80.05337796530449,1,1
3297,1005.9444438737949,22.69233178574316,43.358805241621326,3.919839630441055,12.41202153838664,0,0
1076,782.0316185,26.53542146706534,9.699971310066545,0.9480458319359736,53.445409961499884,1,0
2987,782.5929087042125,22.909755057488653,43.11492196038196,0.1827444996970956,46.54715583699007,0,0
1890,1119.8952507935574,25.867526197461203,13.189847128836476,3.490860222640506,81.95820774886867,1,1
1523,1523.2846820739098,26.050309676852088,-6.898451099,0.7242584838936678,35.83074951139885,0,0
3577,910.0767746895599,21.21839111354489,6.692801153633219,4.519130413804655,44.75134388563104,1,0
2901,1337.0736872781777,25.48633110686266,32.9503274,3.853406934847572,18.415121104310884,1,0
1387,950.2235829904104,20.119382999541823,-17.38741685,3.011221889,40.837247789596084,0,0
1303,817.6894215573517,25.012107513746916,45.64600570759187,1.5696232683730438,97.64684606341595,1,1
592,342.2611770568501,26.97521888608075,-3.404480219,3.1897117954492016,94.79348686172399,0,1
2761,306.65397975016407,20.728327289899887,45.623700209738644,2.3842834494250287,77.52332855248076,1,0
3229,686.2530523144076,29.38710816417027,38.07566147432631,1.4557423390983215,91.65372899777697,0,1
2679,990.8906875616923,24.58755531989454,26.76619564158122,4.7253948854839525,29.005345616904663,1,0
2106,1747.1439845155023,29.38416275624062,-3.256220056,0.809447077,65.96486816794834,1,0
127,1657.4232129817233,21.073984236911325,8.694514431432012,3.766918747104385,54.99750144024259,0,1
735,754.1809463995828,29.499025944195346,33.80294123603257,4.000192839459171,48.04210363310279,0,0
2768,715.7187530733088,21.09197099425347,4.405580186470061,4.758973040891644,39.235162326378244,0,1
3186,686.4475208190466,24.61495798451336,23.81895765384911,2.7470821490107937,87.96876328054783,1,1
3280,876.7034789,29.379920667268657,29.065905100676332,2.6743758050718283,53.60546700935575,0,0
2573,1146.9378232548652,22.327082003888716,1.3095245668684683,4.601446045061696,75.16301405221238,1,1
520,1045.7352124536783,20.34784980858734,3.6247518353668795,4.005466296705945,73.53552194253825,0,1
2599,671.0644379285394,27.931106750282208,-30.21652828,3.8181823977270204,22.24640053430973,0,1
236,521.7673969041507,25.958836376690098,-25.52608223,3.945685271056561,14.404212870663361,1,1
1304,321.38228122653214,25.139211929014408,40.49431831942118,2.4659054573214343,85.59668562355225,1,0
3430,561.7375057330565,20.343433843532182,34.03296126633181,0.20709308915523417,54.12880340540957,0,0
3272,1499.105829330001,26.53231268806845,-48.98774415,0.9913244182973957,82.90769785089209,0,1
1781,714.1855679,21.716233518845648,36.93875859880623,3.214960438321434,36.73587228959935,1,1
1301,1096.6230772065667,29.311966802046953,-47.47651144,1.9808295921463581,87.56487741542038,1,1
3306,1305.211953169516,26.857269510756822,-4.171959706,3.0338512419850154,84.77384363887148,0,1
2541,1807.629534813732,27.070338880338365,-43.25672739,2.7583895137062964,44.350428489462274,1,1
2051,1811.0536672688131,22.325802726112805,46.882313845716894,2.1933015277844254,47.052825556259975,1,1
2713,1567.7473472583104,28.807538380567184,47.23192558042162,1.173640107404731,41.58031595063261,0,1
441,359.76688648245243,25.37732570783201,11.087094196661717,3.5947994538931756,13.134031589264943,1,0
2076,1277.6197124452053,28.570841778142306,-10.77950892,4.545225648756979,71.88945321049565,0,0
3180,1637.191900413561,22.70947474832276,1.1992750194579358,3.8498185947539483,34.54592943290348,1,0
2657,329.3896760977175,27.55461713098246,26.22993204819157,0.6001911806107463,89.56123681262555,0,0
804,1234.463843216183,25.745669036600475,-27.68070403,2.689748692498907,90.76394328593734,1,0
74,1758.199048,20.484193058105816,-5.827750878,4.176830912,75.03212855096308,0,1
2885,1105.9735289318537,24.05342323773287,23.72686902530849,2.9549089105184962,26.340759007072325,1,1
3217,306.98054492566234,21.83910465123465,-10.46075222,2.1978458045676885,18.03632432,1,1
2175,318.72270917053265,23.59173587878756,-46.80034779,1.4227317490246043,83.48019359,0,0
2089,1008.2812636033759,23.833516342652224,0.7394419055119741,1.6519537529321504,90.37594979757493,1,0
1379,563.5147346084827,24.749283530283847,23.741116253954658,1.2107841504900518,41.683521226046096,0,1
40,1429.5661170585413,26.00290442728463,47.68164091845601,0.978632257,41.766034035349634,1,1
2981,1504.9587503404618,25.70977652498199,-46.29538468,2.9443257430941476,45.12483166316805,1,0
2081,602.3956522830686,20.38991404704995,3.992060215097716,2.546924018067909,84.48600760898017,0,0
3088,1810.5065904916244,27.506892184887217,-5.006133786,3.6741654210394143,73.63647617507027,1,1
1700,1051.243336464174,29.49183884472768,-25.75512107,1.5396476867910458,20.977870069218433,0,1
3224,542.8380429062704,23.486812889849666,13.776272004723765,2.304120402878986,67.12215153811853,0,1
3045,1599.2277167179723,21.797469013382585,-33.63775071,3.4018510952513425,10.879989396233684,0,0
1401,1642.9566500285139,25.400015631153853,-21.61352327,4.816168925330885,73.93475845,0,1
587,1386.8023035312779,27.04912928244144,28.17573901751244,1.744352008202465,78.81690856366927,0,1
1622,1750.8914404443403,26.789048945276633,-3.958825997,1.4910443480668762,83.34535777,1,0
341,1553.5340524521412,26.121095775008584,49.367064691988475,2.246441854621815,66.30783596241008,1,0
2074,1799.749753285884,21.462322521282086,-11.35392559,3.619369817317768,26.252929397384147,1,1
3358,1037.609682425315,28.368248944029983,-3.67389339,4.807751489835107,81.43721025833445,0,0
645,1570.9151177690521,24.25621562418815,-19.97422379,2.682681617,90.98115033176494,0,1
730,1999.5776578293753,22.21468583,-26.37063938,4.062201201982948,67.04165287505056,1,0
167,1532.3830357833526,20.862661410630963,42.228141119481705,2.321999029104967,34.76060865689775,0,1
609,494.1124264031247,24.167191149730492,24.882664012873107,0.19928564345043365,26.142464951623296,0,1
2315,1181.141828129611,26.179730468473075,-16.65974678,4.471056546388498,30.831671953282854,1,0
1772,1298.4912451131474,26.653777091515078,20.01559896457246,1.449390463492637,11.521382863131741,0,1
2040,596.1581476213646,29.627369113972566,46.57837504365607,0.6933282065134655,10.915173195991118,0,1
2868,1936.9157781026638,21.531480836637574,-42.59520344,4.980807469143513,36.73345787611625,1,0
454,598.4856219788477,29.85773665197552,-23.54955956,1.7369949813952839,93.06637428462616,0,0
2953,601.8484635124787,26.546758805722277,-29.94214508,0.6826913866885131,65.91947102855616,0,0
1708,1855.7841345567435,24.542290577072016,36.978316364441014,1.5577108921912313,44.749635322952344,0,0
3472,1090.8492363068408,28.881942258481594,-32.08096704,2.569188133914562,10.97628064483601,1,0
2969,407.42007476667754,26.944797419533927,-19.1924004,0.4397854325149342,99.07301368,0,0
3028,1316.9187498954986,23.487172148570153,4.386077332618477,1.7631041718194669,51.02599491343405,1,0
3547,1323.1047926761812,28.840856965764615,12.109435558694969,3.344282113880301,99.23525502849694,0,0
701,409.65128976715505,26.66615456819535,30.818376253265583,4.579660024517804,74.81259597548949,0,1
2681,1953.2882425772254,26.988373557942197,-9.267675345,1.987188422800713,14.611496600664472,1,1
3629,1224.8509410007784,28.963898880860263,3.4244722653892765,2.8228212287245698,87.31230760695124,1,0
1599,1251.6527277055993,24.484162079690552,46.546207504420536,3.1803109998347203,57.735945533860956,0,0
129,1184.1962046540707,26.569041059597566,-20.26382634,0.3537673966891447,50.74555674,1,1
3067,1338.244025395854,27.446890216377803,-25.19057888,1.7111252119499194,78.20665309953564,1,0
1845,749.3095797153834,24.539400581307817,21.059919134175146,3.421270075812566,79.73208393863379,1,1
1386,788.3102915572293,20.834521157377935,27.113627120047184,3.6783054324512015,81.67867747756685,0,1
2866,1169.2764526534256,27.714397690943606,-8.522109682,1.7797605508691383,78.44827194239302,0,0
692,1671.3659530980854,20.47816352743362,-28.70210818,0.033681251749018704,67.71430467925421,0,1
3363,384.76978,27.179144017227383,27.892265581139227,0.034328001,70.80600837963757,0,1
1394,1325.7871607744182,29.10875208524553,17.04928952790381,2.6906000886335986,87.27243274,1,0
793,1671.5228422607338,23.469689983700185,37.62278012802393,2.7574294826622756,72.14865608,1,1
28,566.7593624632862,21.02061785137827,34.43264643271213,2.778597161888646,19.122174980343733,0,1
148,325.5383213669627,22.32863989790841,-29.48048155,3.608765329151924,68.09505652070685,1,1
1319,831.6126017404787,25.622815641253922,33.23391800886803,4.6063469784706825,25.29943999554186,1,1
2058,1299.844301440317,29.426597431060863,-32.48262589,4.950851038671746,11.282766617549546,1,1
3583,535.0813947880711,25.122827298861168,36.37039037779056,3.5053337731243945,29.27500500472855,1,0
2723,1024.4080306532255,21.127372881966963,27.032093403267837,2.5699935881198233,23.896448510745643,0,0
1136,1238.9465455362724,26.277831737163382,6.986107428239855,0.704973992,19.188616160399036,1,1
186,1318.101261087439,27.328449367879415,14.222167581044616,1.9208758969991728,29.348809741511666,1,1
2854,766.4999257006377,23.93283669992791,-39.59207291,2.8622833283994042,60.721240555032026,1,0
2791,980.0503811766954,27.215140643454145,-46.01148185,4.999042405868824,23.632282274769324,1,0
1250,1623.1766894148498,23.24822815,-16.93532583,0.634908117,35.14944493073922,0,0
1333,1900.0649800051654,27.890901515964135,32.14058114171901,3.965382355767781,86.46328991915996,0,1
97,1765.1965629010374,23.41072159570069,-3.421442682,4.994700991445403,89.92461470752423,0,0
54,1259.2819529468343,22.56107091600626,-27.66059699,4.026456414855329,39.97759301078207,0,0
2670,997.4977650047091,28.79181405891575,33.45488999148158,3.835720797781504,90.90559908021322,0,0
2711,866.0262444,25.484734211753963,-27.13727414,1.2934056853202436,62.71549931015106,1,1
757,512.4261623428307,22.851562887416847,31.54937232409418,0.016812535804462958,30.373156398747188,1,1
405,481.13712026739205,29.350868896470672,-4.702046908,1.1299354404993878,77.88640646254275,1,0
2116,1470.2079623532181,26.90851175466049,-3.650511273,3.949000575369477,92.98847302640183,0,1
3383,741.6505074909726,22.20700399655567,-22.72803901,0.5364059928287357,69.33122448233439,0,0
1312,732.9248669351596,26.146423545927806,40.017402089935246,1.4805918741214903,28.119765575417908,1,0
1785,1996.9315926122356,28.703588312890247,-41.12147243,2.8125263548992447,17.72920690069455,0,1
3619,619.4741283854521,26.961531425400572,-35.55936987,2.8990515022051144,30.647077363557703,1,1
750,551.7015911310104,22.447591507601302,13.588476824620777,2.7149434522264877,40.46576548774149,1,0
3219,467.7648872,26.488483286945147,35.01152657563482,4.904417476872706,40.03617736,0,1
3538,1285.6690867835534,26.191593727202008,-40.45487498,0.061427978,54.869133971227654,1,1
1762,1367.3685042035725,28.20843663578689,23.375224941660818,2.437992550396371,55.465229442875405,1,1
3315,920.8874746366993,21.78132597,24.251153313948635,2.522103101639201,52.42893504536227,1,1
3562,1210.202670369495,26.99634667,8.152273016492813,1.466610665604751,40.944148829461916,0,0
3005,1640.2792026063514,20.27370692133702,-1.327195183,2.625356378293864,19.61474264548343,0,0
3578,1690.7770861469721,26.961753006357675,-17.89122407,3.366399204002878,47.64864623487357,0,0
364,1928.450528716602,29.60437303938557,-14.85382076,3.3637795382528983,98.71843082070919,1,0
2026,1701.2555760688867,21.743882662496176,17.443347241547087,0.439284879,68.84873858,0,0
481,1260.2304424196252,23.112997728190088,-43.47127088,4.012299903322833,49.57996124834242,1,1
2248,605.4168419226382,25.828715720285512,8.493498754462557,4.653549150428571,17.51415652688282,1,1
153,469.59804809483205,27.323950458572558,-22.12678075,0.6180592898129839,29.192384715627327,0,0
3521,392.67021284846066,23.443713904045342,-3.339408806,2.083201428526602,61.71825646046582,0,0
1524,1433.0939140351522,26.642589771401376,5.897961845,2.5587511389352633,54.80864610832056,1,0
2120,1672.8116341765883,28.99278792536333,38.565934363433115,0.6741084467195652,11.727555630766389,0,0
2760,1164.7627161629343,27.26558787224262,7.907488833235476,2.516920251095272,17.76122486,0,1
2343,393.0140972171879,27.11022717602244,-27.28404284,1.0342941831219077,42.0407723,1,1
1040,1210.299976805275,23.81970658416616,-42.05405468,4.676804787143929,22.674320454724473,0,1
1664,1890.7737445917357,29.11429308838201,12.698839959097164,2.2423517091295486,96.20584111,1,1
1240,1315.9424245851828,22.77322941961078,4.504839635,4.974506256733572,13.070592536553661,0,1
60,1676.0267303867852,22.052803566197007,17.179789657606207,0.23255574133733137,97.66444354377751,0,1
938,1660.259502265976,23.64223933726504,-4.060342086,0.6379037218108241,69.08983482346733,1,1
1639,1884.6194696271098,26.50156220738494,32.51258473,2.2160540026994062,46.65049515,1,0
2089,1609.3889016047847,28.61677986194507,42.017968223863306,4.371796424659663,58.548929151136136,1,0
24,1571.0908738222522,21.32078782347317,-45.99955778,2.7761289518058825,46.91122409362524,1,0
1062,697.9745305,28.138021772601633,24.408653616312094,3.661716103245032,61.58868625854059,0,1
130,401.8727640458385,28.128233946689953,-46.48394553,2.1178157862477374,23.68055387196975,0,1
3569,1179.9190905914732,25.86919356590086,-5.490331313,0.20256017923997283,20.80118880761203,0,0
1252,511.53815350948383,27.606479395780255,-3.839678323,3.2390627921689914,57.57316084880487,1,0
107,1935.7329896725853,21.818806981515873,19.62183975250302,3.170007285658616,16.420569206026066,0,1
171,792.8720964761485,21.695860008207134,-14.75967018,0.3571401607812563,36.32358723822119,1,1
1458,1750.0051457532984,28.62800034128727,32.09013383182186,0.8544073461914298,93.42055296446361,1,1
3549,958.9618628441808,24.98148437234567,-15.71359421,2.380778994439096,88.85917975130921,1,1
101,849.4302247575416,22.45937214252849,-15.74821117,2.2331879387198814,84.82620658670179,0,1
2913,1889.7695730402559,26.88730357606324,-27.72393323,3.7620875018962936,55.64473178303778,0,1
2571,917.6483725465807,28.91875166934221,18.386899783808474,1.937065684608417,12.509623413773324,1,0
2322,963.4894447273319,26.32322646,-42.34127726,3.3165011941283233,20.923233526172506,1,1
1636,480.3560253419456,,-13.69449141,3.5221177002387867,92.75059674004625,1,0
3115,1439.7593309802658,24.832377652930145,-23.31092539,3.2250192976293137,85.27665988937572,0,0
2864,791.0270046,27.522694609453396,-27.06643649,2.9806278595222686,43.88696399293487,1,0
3004,1295.5270853271622,20.675012288723874,-43.90166828,4.028417403259251,75.60779813919902,1,1
1040,1305.297896890456,22.171645159564424,-30.96168843,3.285534867418551,86.90750139,1,1
329,1522.6394825128039,24.625831866494472,-5.37555898,4.170921732,65.83020395855962,0,0
3640,1566.9105264931502,26.042409640970988,0.37414552673565993,3.1834276339170424,86.81742521101582,0,1
1520,1174.569138482617,23.391655910423246,-23.04953262,0.7948650843714467,32.02066070820612,1,1
11,862.6863109,22.983909218698805,15.024350846656702,1.5472270319516839,51.592217209867925,1,0
1341,1723.6665212190476,20.413841956997214,-16.42066623,1.6517766624218537,62.113760633407914,1,0
215,826.771604,20.326017720514475,-13.27541618,0.46957735368450826,66.80417022220325,0,0
338,1162.7654605978635,22.786948543028256,28.262433412110738,3.461533287471851,98.82912903118022,0,1
1799,982.1293914463376,25.305061000895428,5.196672142490208,2.975555731636899,86.13382045378935,1,1
2708,1753.6332561484699,25.563714964454114,45.317485119402434,2.9487746089013522,14.97348217,0,1
3152,1034.2615029479089,24.94027492866869,-14.06987987,2.3925865063374734,25.222006399920275,1,0
1750,956.3686210237233,24.09880684002834,32.78404959944035,2.715623134165826,69.14277670072204,0,1
1508,1472.7002779259838,22.522915892613206,23.833753580776502,0.040436458,31.64590266776428,1,1
2421,1324.1498867644527,24.00694431592782,39.01889274,0.48124034721718056,24.30711219165842,0,1
3023,482.3196169429383,21.387599653855133,45.67913729,3.416764852326526,69.99857939766979,1,0
709,1163.8869707847375,21.15259229026037,-49.23234819,1.3073340320035831,58.278209620010685,1,0
1223,1550.3132601665209,22.999432568137912,-41.17022521,0.5395576868730906,82.46709797241971,1,1
3608,1986.5270998053056,29.953487964272195,17.43388212275086,1.6432763009402007,38.74250775,0,0
2513,1369.5496177495424,23.264969475163984,-10.98001403,1.2724127498001074,39.67335176608006,1,0
1112,929.4982129502401,29.36456390355105,31.912510174274658,0.1468623181240275,23.544276644115605,1,1
1291,684.4577196636012,23.92262145767694,-48.80201703,2.052789017,68.70323314257472,1,1
3642,1783.8113980606445,24.390099911996096,30.697740299643044,0.1351459808444644,73.80026598655712,1,0
488,1684.7608605929547,27.970628832022296,-36.47580017,0.001954279,22.458414035587495,0,1
1561,697.6687953249543,20.93638327447457,-20.9750956,3.962368753,32.87020971863279,0,1
46,641.0745532491749,,46.90782002607547,1.5748581489545903,23.884418563303587,1,1
3359,1515.7325205789984,29.738402649752146,-44.84018865,2.837931924431625,77.29092973,0,1
777,835.4185052618911,25.059173399606948,-15.09593875,1.4887538474697908,28.81879567,1,1
1039,820.8779572153283,20.443096822086304,-41.54712244,4.650118485850758,23.70219081313215,0,1
710,558.8934200150139,20.473807330560504,35.36044060133682,3.6459061575024228,16.286653673792927,1,1
400,748.7583835067109,29.072406837773926,20.301612253742306,1.845851287818453,84.81695268035654,1,0
1817,1026.7628479075042,28.733650895587175,30.03373878157292,1.053134585264806,21.15812339631851,1,1
3028,1545.8251733631064,24.583991069451002,2.727951176197273,0.6890319130022116,12.670034847807194,1,1
3157,871.7237605033746,21.632220859445987,-14.22799803,3.8120934198914593,15.787478831585194,1,0
249,858.6273771157325,28.30284606,-49.77263804,2.265183786819269,43.01477849154491,1,1
390,784.3525293391409,23.246001072796506,-22.2072688,1.1598168944590643,63.698728665378674,0,1
334,1113.082234768773,24.190583986630955,1.4553546766114636,4.598130356112166,45.83842368048243,0,1
628,607.0823865,26.82476379049318,16.43620364760835,1.950481982660125,50.98662284288698,0,0
3590,1125.5722478546134,23.533983534076544,-27.10625785,2.717463575944179,92.73749108736787,1,1
136,1497.0984455309729,26.28669926698293,-36.10991537,4.288995921370391,78.30290451970578,0,1
2930,350.6438568554577,28.85282710442584,-29.8385138,4.166875317187428,40.69371730151667,1,0
2735,316.6249465197952,27.973732687744775,-14.59239483,3.1897681586271274,23.888312406738123,0,0
1521,427.7089472626657,23.816110738671604,-35.16217088,4.443118915355432,77.42552004517208,1,1
826,1210.6221049377905,22.87936554703735,-34.31826656,4.760490807214033,61.61713994907215,0,1
726,1752.5736414151859,22.85510448739559,-45.62483,4.675570673084447,96.60220184448855,1,1
1500,308.3035922344283,23.48591150376583,35.67251943544528,1.7450366782169746,91.75981128916615,0,1
2641,1892.3242177939576,24.935169867247723,-28.02413759,1.9858554810189517,60.72784575901187,1,0
3294,480.6734696699109,24.16597480693943,32.190243906128714,1.202519324906584,16.291917415524793,0,1
989,1731.3719976989846,21.33004020987658,-6.169061386,4.184149217970808,12.786371308447835,1,0
2419,1120.8531004710094,21.634558583339082,13.243781471360919,0.6091230295524869,85.37683605634759,0,1
934,1420.9075583740348,23.429296093981833,-42.42978638,1.7754168508447483,72.82379132968995,0,0
3042,1168.161074,25.620641000588574,8.358049878,0.048665984,60.41416481706945,0,1
401,1110.9819828049028,25.926639501334947,-21.00045968,2.973231218119543,72.00327109369547,0,0
1466,1719.3290282194655,24.862070648966302,-40.47900468,3.2919215347460726,58.58081508304518,0,0
3561,1585.006845265288,27.387758812075145,40.823249616783556,1.244937504327524,62.05039620195105,0,1
614,1121.7838020891072,27.372487887567367,10.362804234949088,3.6836532614949253,30.33000652686701,1,1
1296,489.7810799733047,24.276274716873885,-25.82923728,1.9076839396002354,50.99539720026331,0,1
3597,496.18503083449383,21.24440810760944,-8.035198928,1.5585553922566031,10.996618821887873,1,0
1182,1662.6170832224282,25.30174769767123,-14.30998659,4.780827116387678,70.18602845,0,1
3223,1199.9640562908069,23.814690639938327,20.05796658578214,2.9434623221805465,39.90723023966672,1,1
3042,1118.7015383729163,21.379229897637032,10.7433176,1.2615969793224657,69.06917371936018,0,0
2667,1456.9636303132156,29.818172099648393,-48.02178239,4.916210759258467,93.38155025997995,1,0
2235,1760.0306918042425,23.69755389280102,-30.21730104,1.9377481916842902,63.24789831949702,1,1
1121,1369.0843455026188,26.25797839621231,-2.187202776,3.2391489212857154,39.52765021272488,1,0
130,1596.8414339890144,24.901288613365967,-5.451420775,3.619269573370947,28.644275837802546,0,0
2852,1600.9598909988267,21.42828279216766,1.667488194353048,2.1114791015156458,32.65376373783715,0,0
1194,905.6444629480304,20.555436233725707,21.481083330631463,2.679583925924679,98.85673264078798,0,0
2983,765.9414325896927,26.25769415081959,18.200899849822704,1.1989096432081197,65.38267454080548,1,0
3033,1661.9789141977697,22.470218703478857,-12.71865779,2.3291087788332576,49.64909572695644,0,0
182,941.2039460332139,22.43653999613715,37.75816279385951,1.5540004400669771,30.78775212232045,1,1
3030,1835.6712110885987,29.569761897103106,-43.70674296,2.737289665144274,79.57456450966531,0,1
363,418.47418444120336,24.617733043112914,8.450989511172644,3.3494516971401507,44.86990095237557,1,1
38,398.9697705280774,20.29426066500689,44.96854925695297,3.0700260043016647,37.10139449528489,0,1
3598,1875.907072172394,23.39842715149807,4.908143782532129,3.8835838030444214,30.00742486109513,0,1
2544,1402.3733541084393,25.844915422522266,-4.489369919,0.20765014590692188,26.70681084926861,0,1
3587,945.318906,23.285674185171207,-36.60824113,0.3929838052883122,34.60392784535189,1,1
1372,1583.6027051875108,20.268519540341423,31.018909527161128,1.0265705314727285,66.44826532267481,1,1
3029,1442.9555769891901,24.443112654667353,-12.620511,4.9290126677655195,31.586299520360242,0,0
920,1203.0417795933135,21.05906336174778,20.124590948468807,4.001340263724894,15.453857170796224,0,1
3468,468.0846825265073,26.191600246627043,-30.24531196,4.620605086239357,42.31220723,1,1
2769,1680.7052983976776,26.19587100222688,-45.81367971,1.3604517576939585,62.63667172550106,1,0
3232,1772.239424157062,20.377591395984005,-19.45325475,2.8692824792053493,15.419624821767805,0,0
15,592.6867705395034,22.906662615993774,-21.85861385,2.7744239812807363,50.73626642,0,1
492,1745.8698083610134,24.13686263739004,37.34752535272743,2.8475947557813703,14.705986141516973,0,0
1449,1792.3404287281592,25.502640978591778,36.46737785847539,3.587834704347917,79.13616093030711,1,1
1131,1234.0286408904772,22.960634297081953,3.389422260138062,1.9699001568217152,88.46942438488533,1,0
2941,1415.504361578568,,-48.10010544,3.3860518009656544,96.74273263145803,0,1
3521,949.8034440246354,29.830151562502593,-27.16753371,3.9421852206384695,72.21372973861597,1,0
310,779.0458007657521,20.418627957208997,13.901259421343312,1.4453661799913653,66.88579579709797,0,0
738,1527.371349817796,29.89045414091152,-39.85915986,4.728715995274943,72.46693769255637,0,1
3241,1765.187753326874,20.477519410783966,20.06222647194471,2.590240073512894,86.91833673164989,1,1
545,1411.9318400247707,22.88341427794686,-48.8037737,3.6638135188720633,82.63835104705572,0,1
2461,1169.7040380991336,24.93690855,18.253677536927043,3.6446245009303713,49.464679049070526,0,1
250,570.1721036350916,21.432983430143253,34.453924285937944,2.826216595438746,68.59658568036542,0,1
758,390.87981142819086,21.34846362518724,-3.078228035,1.6134184732519241,24.57282526,1,0
1804,1057.676043419469,22.56312713260946,32.90809901100377,3.3346973097956614,72.54330624422207,0,0
3212,383.89425828561616,29.735071835735695,28.152773324386956,0.4364243666273243,75.76934756855407,1,1
1297,1267.8688742422828,23.80116858874564,17.14191501676771,4.907176938567976,82.11789105479042,1,0
3487,950.6396252402112,,-5.48507186,0.9199863064303199,83.58837414270299,0,0
1631,1587.221503459348,,-22.80959556,1.3771309300130845,49.59172473787188,1,1
1914,819.6024446215118,27.422218355242105,36.08639621688687,4.772195682799029,91.31651039,0,0
3110,1308.0705916446345,26.88040966345355,14.859037966294835,0.932706887,98.28552823670148,1,1
813,1214.061986983671,23.36928193191725,29.801683525057626,0.8504634917434339,98.02369742194695,1,0
28,308.01112338780996,21.117278273560625,5.196692772889186,4.022679899310798,62.71848624,0,1
957,423.0619770493276,22.817164753332108,-32.81335655,1.256440857,60.35344833124923,0,0
2032,793.6259612,22.102952267695066,47.943793951353626,0.47363294006813605,51.16007712405285,1,0
476,1799.7996377353006,21.362773048693168,-31.72612485,1.1332151390580107,36.981468487009714,1,1
317,549.9254233296235,20.24496731751619,41.12415010249033,4.441867928565991,40.03820074784073,0,1
244,1508.5203617829209,29.357258490584144,-29.1861354,1.401595927270275,29.417689434806082,0,0
747,1954.7231624588885,29.210343865453382,-12.62505583,3.475302582085153,96.01503651795154,1,1
696,1643.964839574964,20.504170056301692,-5.991655546,1.9756961473973766,65.78439357616313,1,0
271,713.0071148679747,21.730845728204017,42.137598952814514,1.310593835508755,94.10168577766314,0,1
3511,1844.2209427022387,21.395004714627937,38.819857091306346,0.720237036,44.841309013154785,0,1
1771,458.28216606426315,22.812229344215172,32.32209779524359,4.860958642772516,36.83753780193395,1,0
1262,1095.8413011802509,22.04068870478741,-12.33248525,2.605577721338759,21.947043599718604,0,0
2424,1808.8212431349034,29.45853537397855,-49.55067532,0.5737749659508173,37.02213176131617,1,0
265,1390.1517057366787,20.841704365602038,18.158332010751934,0.9940698804002313,90.11445468152304,0,0
2973,1003.195760037088,22.11670827004503,-8.904616553,2.036485388585004,62.404857883236346,1,0
920,797.7818734531869,20.807233045829143,25.70581928374355,2.720852633075135,50.72302269089876,0,1
3430,937.6689890411949,29.803853486444364,29.48520460835502,0.9089839911984204,61.14245841584186,1,0
339,1165.2010277157865,29.184135090970052,-6.027659708,1.3886417888870106,90.34203385659144,1,1
388,842.3746807837725,27.16631589765411,24.810256531694847,3.9185316255828315,27.354040339005525,0,1
2624,1947.2453655399095,24.259730322199133,33.993728051967736,2.0874079994354204,96.90934208369129,1,1
